title	1	2	3	FeZn	Ag	Au	Cu	Fe	In	Mo	Ni	Pb	Sn	Ti	W	Zn	Zr	Magnet	OhneMagnet
335	0	0	0	0	7	1	0	1	3	3	0	0	1	0	0	1	0	1	3
336	0	0	0	0	1	5	0	1	2	0	0	0	1	0	0	0	0	1	4
337	0	0	0	1	3	3	1	1	2	0	0	0	1	1	0	0	1	5	2
338	1	2	0	0	4	1	0	1	1	1	0	2	2	2	0	0	1	1	6
339	0	1	1	0	1	1	0	2	6	0	0	2	0	2	0	0	0	1	4
340	2	0	2	0	4	1	0	0	0	0	0	0	2	2	0	0	1	3	6
341	1	1	0	0	3	2	0	1	2	2	1	1	3	1	0	0	0	4	5
342	0	0	0	0	2	2	0	1	1	0	0	0	0	1	0	1	0	1	3
343	0	0	0	1	2	0	0	2	3	0	0	0	3	0	0	0	1	0	4
344	0	2	0	0	0	3	0	0	4	1	0	2	0	2	0	0	2	0	3
345	1	1	0	1	1	1	0	1	2	0	0	0	1	0	2	0	0	2	4
346	0	0	0	0	0	0	1	0	7	0	0	2	2	0	1	0	0	3	3
347	0	0	0	0	0	2	0	1	7	0	1	0	0	0	1	0	2	2	0
348	0	1	0	0	0	1	1	1	19	0	0	0	0	0	0	2	0	1	2
349	0	1	1	0	2	2	1	0	27	0	1	0	3	0	1	1	0	2	5
350	0	0	0	0	1	1	0	1	35	0	1	1	2	2	0	1	0	1	6
351	0	0	0	0	0	2	0	0	36	0	0	0	0	1	0	0	2	1	1
352	0	0	0	0	1	1	0	0	50	0	0	0	0	0	0	0	2	3	3
353	0	0	0	0	0	3	0	0	63	0	0	0	2	0	1	1	0	2	5
354	0	0	1	0	2	3	2	0	51	2	0	0	3	0	0	0	1	6	4
355	0	0	0	0	3	2	0	1	59	0	0	0	2	0	0	0	0	6	2
356	0	0	2	0	1	3	0	1	38	0	1	0	2	0	0	0	0	5	2
357	0	0	0	0	0	0	1	0	44	0	1	0	1	0	0	1	1	0	4
358	1	1	0	1	3	2	0	0	27	0	0	1	6	0	0	0	0	3	4
359	0	0	0	0	3	2	0	1	23	0	0	1	0	1	1	1	2	0	2
360	0	0	0	0	8	3	0	0	15	0	0	0	7	0	2	0	2	4	3
361	1	0	1	0	11	1	0	0	10	0	1	0	9	1	0	1	0	5	3
362	1	0	0	0	14	2	0	0	1	0	1	0	6	1	0	1	0	2	1
363	0	0	1	0	25	0	0	2	3	0	0	1	16	0	0	0	1	2	2
364	0	0	0	0	15	1	1	1	5	0	0	0	23	0	0	0	0	1	2
365	0	0	0	0	19	1	0	0	2	0	0	1	30	0	0	0	1	0	6
366	0	1	0	0	18	0	0	1	2	0	1	1	29	0	0	1	0	5	2
367	0	0	0	0	21	2	0	1	0	0	0	1	33	0	0	0	1	4	6
368	1	0	0	0	8	4	0	0	1	0	0	0	31	1	0	0	0	2	1
369	0	0	0	1	10	3	1	0	0	1	0	0	30	0	1	1	0	3	3
370	0	0	0	0	7	2	1	0	0	0	0	0	28	0	0	0	0	2	3
371	1	0	0	0	6	3	0	2	1	0	0	0	19	2	0	0	1	0	4
372	0	1	0	0	6	0	0	0	0	0	0	0	21	0	0	0	1	0	3
373	0	0	0	0	3	0	1	0	0	0	0	0	9	1	1	0	2	0	2
374	0	0	0	0	7	1	0	2	0	0	1	0	8	0	0	1	1	1	1
375	0	0	0	0	0	2	1	1	0	0	1	0	5	0	0	0	0	1	5
376	0	0	0	0	4	0	0	0	1	1	0	2	3	0	0	0	0	3	1
377	0	0	0	0	2	1	1	0	1	0	1	0	2	0	0	0	1	2	2
378	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	3
379	1	1	0	0	0	2	0	0	3	1	0	0	0	1	0	0	0	1	1
380	0	0	1	0	0	0	0	0	0	0	0	1	1	2	0	0	1	2	3
381	0	0	1	0	0	0	0	0	2	0	0	0	1	2	0	0	1	4	0
382	0	0	0	1	0	3	0	2	1	1	0	0	0	2	0	0	2	3	0
383	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	5
384	1	0	0	0	0	2	0	2	0	0	0	0	0	1	0	1	0	3	0
385	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	2	0
386	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1
387	0	0	0	0	0	1	0	0	2	0	0	1	1	0	1	0	0	1	1
388	1	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0	3
389	0	0	0	0	0	2	0	0	3	0	1	0	0	0	0	0	1	3	3
390	0	0	0	0	0	1	0	1	2	0	0	0	0	1	0	0	0	1	1
391	0	1	0	0	0	0	0	1	3	0	0	0	1	0	0	0	2	2	0
392	0	0	0	0	1	1	1	0	3	0	0	0	0	1	0	0	0	2	1
393	0	0	0	0	0	0	0	0	6	1	0	1	0	1	0	1	0	0	0
394	0	0	0	0	0	4	0	0	13	0	0	0	0	1	0	0	0	1	3
395	0	0	0	0	0	1	0	0	8	1	0	0	0	0	0	0	1	0	1
396	0	0	0	0	0	1	0	0	7	0	0	0	3	0	0	0	0	0	1
397	0	0	0	0	0	1	0	2	11	0	1	0	0	0	1	0	0	1	2
398	0	0	1	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	2
399	0	0	1	0	0	0	0	1	8	0	0	0	0	0	0	0	1	0	1
400	0	0	1	1	0	0	0	0	5	0	0	0	1	0	0	0	0	0	1
401	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	1	2
402	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
403	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0
404	0	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	1	0
405	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	1
406	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	2	2
407	0	1	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	1	0
408	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1
409	1	0	0	0	0	0	0	0	0	0	1	0	4	0	1	1	0	0	1
410	0	0	1	0	0	1	0	0	0	0	0	0	5	0	0	0	2	0	1
411	0	0	0	0	0	0	0	0	1	1	0	0	6	0	0	0	0	2	0
412	0	0	0	0	0	1	0	0	0	0	1	1	6	0	0	1	0	0	0
413	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
414	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	1	1
415	0	1	0	0	0	1	0	0	0	0	2	0	6	1	1	0	1	0	1
416	0	0	0	0	0	2	0	0	0	1	0	0	3	0	0	0	0	0	1
417	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1
418	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	1
419	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1
420	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
421	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3
422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
423	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
424	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
425	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
426	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
427	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
428	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
429	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0
430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
431	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0
432	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1
433	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
438	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	1	0	1
439	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
440	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
442	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1
443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
444	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
445	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
446	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
452	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
455	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
461	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
462	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0
463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
464	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
466	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
472	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
475	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
477	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
482	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
512	2	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	2	1	1
